fecha,temperatura_C,humedad_relativa,precipitacion_mm,cobertura_nubes_octas,velocidad_viento_kmh,radiacion_solar_J_m2
2025-04-14 07:00:00,9.8,89.4,0.0,2.4,0.0,41666.99999999999
2025-04-14 08:00:00,12.3,87.0,0.0,2.4,0.0,472197.00000000006
2025-04-14 09:00:00,20.4,47.7,0.0,1.54,3.3,1567905.0
2025-04-14 10:00:00,22.1,45.2,0.0,2.27,0.0,1863701.9999999993
2025-04-14 11:00:00,22.6,44.3,0.0,2.61,2.59,1863827.9999999998
2025-04-14 12:00:00,21.7,46.1,0.0,2.7,4.11,1863827.9999999998
2025-04-14 13:00:00,22.5,41.3,0.0,2.59,5.05,1863827.9999999998
2025-04-14 14:00:00,22.5,39.7,0.0,2.24,4.26,1863827.9999999998
2025-04-14 15:00:00,23.4,56.6,0.0,2.11,2.67,1863827.9999999998
2025-04-14 16:00:00,21.2,59.8,0.0,0.9,5.06,1500933.0000000002
2025-04-14 17:00:00,24.1,45.9,0.0,0.0,3.89,517538.99999999994
2025-04-14 18:00:00,16.8,83.1,0.0,2.4,4.55,34899.0
2025-04-14 19:00:00,15.0,89.3,0.0,2.4,0.0,27.000000000000004
2025-04-14 20:00:00,14.3,88.8,0.0,2.4,0.0,0.0
2025-04-14 21:00:00,13.6,88.7,0.0,2.4,0.0,0.0
2025-04-14 22:00:00,12.9,88.8,0.0,2.4,0.0,0.0
2025-04-14 23:00:00,12.9,90.0,0.0,2.4,0.0,0.0
2025-04-15 00:00:00,13.2,89.9,0.0,2.4,0.0,0.0
2025-04-15 01:00:00,12.8,91.0,0.0,2.4,0.0,0.0
2025-04-15 02:00:00,12.8,92.1,0.0,2.4,0.0,0.0
2025-04-15 03:00:00,12.1,90.2,0.0,2.4,0.0,0.0
2025-04-15 04:00:00,11.2,89.7,0.0,2.4,0.0,0.0
2025-04-15 05:00:00,10.3,91.6,0.0,2.4,0.0,0.0
2025-04-15 06:00:00,10.1,91.8,0.0,2.4,0.0,2202.0
2025-04-15 07:00:00,13.2,82.2,0.0,2.4,0.0,157728.0
2025-04-15 08:00:00,18.1,53.2,0.0,0.36,7.84,1518761.9999999998
2025-04-15 09:00:00,21.3,41.8,0.0,1.46,6.51,1863827.9999999998
2025-04-15 10:00:00,22.3,37.5,0.0,2.24,0.0,1863827.9999999998
2025-04-15 11:00:00,20.8,41.0,0.0,2.59,9.93,1863827.9999999998
2025-04-15 12:00:00,22.4,38.6,0.0,2.7,0.0,748872.0
2025-04-15 13:00:00,22.7,40.4,0.0,2.61,0.0,1349061.0000000002
2025-04-15 14:00:00,23.4,47.9,0.0,2.27,0.0,1738671.0
2025-04-15 15:00:00,22.0,53.2,0.0,1.9,4.09,628626.0
2025-04-15 16:00:00,22.1,54.3,0.0,0.45,0.0,1470746.9999999998
2025-04-15 17:00:00,19.9,58.1,0.0,0.76,4.77,312839.99999999994
2025-04-15 18:00:00,16.7,69.0,0.0,1.65,0.0,74571.0
2025-04-15 19:00:00,14.1,82.5,0.0,2.4,0.0,234.0
2025-04-15 20:00:00,13.1,85.2,0.0,2.4,0.0,0.0
2025-04-15 21:00:00,11.6,88.4,0.0,2.4,0.0,0.0
2025-04-15 22:00:00,10.9,89.9,0.0,2.4,0.0,0.0
2025-04-15 23:00:00,10.1,90.9,0.0,2.4,0.0,0.0
