fecha,temperatura_C,humedad_relativa,precipitacion_mm,cobertura_nubes_octas,velocidad_viento_kmh,radiacion_solar_J_m2,categoria_clima,verificado
2025-03-11 12:00:00,17.7,70.7,0.0,4.49,13.05,1863828.0,Templado + Humedo + Alta Radiacion + Parcialmente Nublado,True
2025-03-11 13:00:00,17.2,76.4,0.0,4.86,13.95,1863828.0,Templado + Humedo + Alta Radiacion + Parcialmente Nublado,True
2025-03-11 14:00:00,15.7,80.7,0.0,7.53,3.88,958839.0,Templado + Muy Humedo + Alta Radiacion,True
2025-03-11 15:00:00,17.4,79.9,0.0,3.94,0.0,1738395.0,Templado + Humedo + Alta Radiacion + Parcialmente Nublado,True
2025-03-11 16:00:00,17.2,77.4,0.0,7.07,0.0,870266.9999999999,Templado + Humedo + Alta Radiacion,True
2025-03-11 17:00:00,15.9,80.2,0.0,7.26,0.0,200865.00000000003,Templado + Humedo + Alta Radiacion,True
2025-03-11 18:00:00,15.2,80.6,0.0,5.34,0.0,75573.0,Templado + Muy Humedo + Muy Nublado,True
2025-03-11 19:00:00,14.7,84.0,0.0,2.4,0.0,1602.0,Templado + Muy Humedo,True
2025-03-11 20:00:00,14.3,86.4,0.0,2.4,0.0,143.99999999999997,Templado + Muy Humedo,True
2025-03-11 21:00:00,14.2,86.1,0.0,2.4,0.0,71.99999999999999,Templado + Muy Humedo,True
2025-03-11 22:00:00,13.6,81.7,0.0,2.4,4.6,18.0,Templado + Muy Humedo,True
2025-03-11 23:00:00,13.1,89.8,0.0,2.4,1.25,0.0,Templado + Muy Humedo,True
2025-03-12 00:00:00,13.2,89.1,0.0,2.4,0.0,0.0,Templado + Muy Humedo,True
2025-03-12 01:00:00,13.1,89.4,0.0,2.4,0.0,0.0,Templado + Muy Humedo,True
2025-03-12 02:00:00,12.2,85.6,0.0,2.4,0.0,0.0,Templado + Muy Humedo,True
2025-03-12 03:00:00,11.4,89.5,0.0,2.4,0.0,0.0,Templado + Muy Humedo,True
2025-03-12 04:00:00,11.3,91.4,0.0,2.4,0.0,0.0,Templado + Muy Humedo,True
2025-03-12 05:00:00,11.2,91.5,0.0,2.4,0.0,0.0,Templado + Muy Humedo,True
2025-03-12 06:00:00,11.4,91.4,0.0,2.4,0.0,207.0,Templado + Muy Humedo,True
2025-03-12 07:00:00,12.1,90.5,0.0,7.46,0.0,50211.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-12 08:00:00,13.8,86.5,0.0,6.99,0.0,218718.0,Templado + Muy Humedo + Alta Radiacion,True
2025-03-12 09:00:00,15.2,79.5,0.0,3.88,0.0,723000.0,Templado + Humedo + Alta Radiacion,True
2025-03-12 10:00:00,18.3,65.1,0.0,3.58,0.0,1863828.0,Calido + Humedo + Alta Radiacion,True
2025-03-12 11:00:00,24.4,43.9,0.0,2.59,1.1,1863828.0,Calido + Alta Radiacion,True
2025-03-12 12:00:00,22.3,53.0,0.0,3.05,13.03,1863828.0,Calido + Alta Radiacion,True
2025-03-12 13:00:00,24.3,37.2,0.0,2.6,6.24,1863828.0,Calido + Alta Radiacion,True
2025-03-12 14:00:00,19.8,58.4,0.0,3.04,19.63,1863828.0,Calido + Alta Radiacion,True
2025-03-12 15:00:00,26.1,38.6,0.0,1.5,4.71,1863828.0,Calido + Alta Radiacion,True
2025-03-12 16:00:00,19.7,61.1,0.0,1.01,21.34,1863828.0,Calido + Alta Radiacion,True
2025-03-12 17:00:00,17.6,64.0,0.0,1.25,15.8,1863828.0,Calido + Alta Radiacion,True
2025-03-12 18:00:00,16.7,69.9,0.0,1.73,0.0,430917.0,Templado + Humedo,True
2025-03-12 19:00:00,14.8,80.7,0.0,2.4,0.0,4188.0,Templado + Muy Humedo,True
2025-03-12 20:00:00,13.5,81.9,0.0,2.4,0.0,71.99999999999999,Templado + Muy Humedo,True
2025-03-12 21:00:00,12.7,84.5,0.0,2.4,0.0,66.0,Templado + Muy Humedo,True
2025-03-12 22:00:00,11.6,87.6,0.0,2.4,0.0,60.0,Templado + Muy Humedo,True
2025-03-12 23:00:00,11.2,89.4,0.0,2.4,0.0,0.0,Templado + Muy Humedo,True
2025-03-13 00:00:00,10.4,89.6,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-13 01:00:00,11.4,87.8,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-13 02:00:00,11.2,89.0,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-13 03:00:00,11.2,90.2,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-13 04:00:00,12.2,87.5,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-13 05:00:00,12.3,87.2,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-13 06:00:00,12.5,87.1,0.0,6.61,0.0,123.0,Templado + Muy Humedo + Muy Nublado,True
2025-03-13 07:00:00,13.5,84.3,0.0,6.82,0.0,84594.0,Templado + Muy Humedo + Alta Radiacion,True
2025-03-13 08:00:00,15.0,77.4,0.0,6.6,3.04,286479.0,Templado + Humedo + Alta Radiacion,True
2025-03-13 09:00:00,18.3,65.3,0.0,2.68,0.0,1606536.0000000002,Calido + Alta Radiacion + Parcialmente Nublado,True
2025-03-13 10:00:00,22.1,55.9,0.0,2.92,2.84,0.0,Calido + Parcialmente Nublado,True
2025-03-13 11:00:00,20.0,62.1,0.0,3.68,3.17,1863828.0,Calido + Alta Radiacion + Parcialmente Nublado,True
2025-03-13 12:00:00,20.9,59.5,0.0,3.58,6.13,1863828.0,Calido + Alta Radiacion + Parcialmente Nublado,True
2025-03-13 13:00:00,21.3,52.7,0.0,2.93,5.77,1863828.0,Calido + Alta Radiacion + Parcialmente Nublado,True
2025-03-13 14:00:00,20.0,67.3,0.0,3.78,8.94,1863828.0,Calido + Humedo + Alta Radiacion + Parcialmente Nublado,True
2025-03-13 15:00:00,16.1,84.5,0.0,3.94,10.03,971133.0,Templado + Muy Humedo + Alta Radiacion + Parcialmente Nublado,True
2025-03-13 16:00:00,15.8,84.8,0.0,6.72,5.08,1092549.0,Templado + Muy Humedo + Alta Radiacion,True
2025-03-13 17:00:00,17.8,70.5,0.0,1.78,4.26,1749569.9999999998,Calido + Humedo + Alta Radiacion,True
2025-03-13 18:00:00,15.8,79.4,0.0,2.92,4.12,290448.0,Templado + Humedo + Parcialmente Nublado,True
2025-03-13 19:00:00,14.5,85.3,0.0,2.4,0.0,2148.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-13 20:00:00,15.1,83.2,0.0,2.4,0.0,3.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-13 21:00:00,14.1,88.1,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-13 22:00:00,14.2,88.6,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-13 23:00:00,14.6,87.7,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-14 00:00:00,13.8,89.8,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-14 01:00:00,13.8,89.0,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-14 02:00:00,13.4,89.6,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-14 03:00:00,13.2,87.9,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-14 04:00:00,13.2,88.5,0.0,2.4,1.13,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-14 05:00:00,12.6,89.8,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-14 06:00:00,13.0,90.4,0.0,2.4,0.0,339.00000000000006,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-14 07:00:00,13.3,90.7,0.0,6.75,0.0,77586.0,Templado + Muy Humedo + Alta Radiacion,True
2025-03-14 08:00:00,14.8,81.1,0.0,6.58,0.0,319104.0,Templado + Muy Humedo + Alta Radiacion,True
2025-03-14 09:00:00,16.0,75.2,0.0,3.64,0.0,1863828.0,Templado + Humedo + Alta Radiacion + Parcialmente Nublado,True
2025-03-14 10:00:00,16.8,73.4,0.643,4.26,5.85,1863828.0,Templado + Humedo + Llovizna + Alta Radiacion + Parcialmente Nublado,True
2025-03-14 11:00:00,15.6,81.3,0.643,5.0,2.73,1863828.0,Templado + Muy Humedo + Llovizna + Alta Radiacion + Parcialmente Nublado,True
2025-03-14 12:00:00,16.6,72.4,0.643,7.21,8.94,1605989.9999999998,Templado + Humedo + Llovizna + Alta Radiacion,True
2025-03-14 13:00:00,16.0,82.2,0.643,4.99,2.31,580506.0,Templado + Muy Humedo + Llovizna + Alta Radiacion + Parcialmente Nublado,True
2025-03-14 14:00:00,16.2,78.2,0.643,4.64,0.0,1238838.0000000002,Templado + Humedo + Llovizna + Alta Radiacion + Parcialmente Nublado,True
2025-03-14 15:00:00,18.6,64.4,0.643,2.76,2.02,1863828.0,Calido + Llovizna + Alta Radiacion + Parcialmente Nublado,True
2025-03-14 16:00:00,17.0,73.5,0.643,6.27,2.31,1863828.0,Templado + Humedo + Llovizna + Alta Radiacion,True
2025-03-14 17:00:00,16.2,75.4,0.643,5.63,0.0,536673.0000000001,Templado + Humedo + Llovizna + Alta Radiacion,True
2025-03-14 18:00:00,15.1,81.7,0.643,2.4,0.0,177486.0,Templado + Muy Humedo + Llovizna + Parcialmente Nublado,True
2025-03-14 19:00:00,14.5,85.6,0.643,2.4,2.97,2631.0,Templado + Muy Humedo + Llovizna + Parcialmente Nublado,True
2025-03-14 20:00:00,14.4,84.5,0.643,2.4,0.0,0.0,Templado + Muy Humedo + Llovizna + Parcialmente Nublado,True
2025-03-14 21:00:00,14.0,88.8,0.643,2.4,0.0,0.0,Templado + Muy Humedo + Llovizna + Parcialmente Nublado,True
2025-03-14 22:00:00,13.8,89.2,0.643,2.4,0.0,0.0,Templado + Muy Humedo + Llovizna + Parcialmente Nublado,True
2025-03-14 23:00:00,13.9,90.8,0.643,2.4,0.0,0.0,Templado + Muy Humedo + Llovizna + Parcialmente Nublado,True
2025-03-15 00:00:00,13.9,90.8,0.0,2.4,0.0,0.0,Templado + Muy Humedo + Parcialmente Nublado,True
2025-03-15 01:00:00,13.7,90.7,0.643,2.4,0.0,0.0,Templado + Muy Humedo + Llovizna + Parcialmente Nublado,True
2025-03-15 02:00:00,13.8,90.2,0.643,2.4,0.0,0.0,Templado + Muy Humedo + Llovizna + Parcialmente Nublado,True
2025-03-15 03:00:00,13.6,90.3,0.643,2.4,0.0,0.0,Templado + Muy Humedo + Llovizna + Parcialmente Nublado,True
2025-03-15 04:00:00,13.3,93.6,1.929,2.4,0.0,0.0,Templado + Muy Humedo + Llovizna + Parcialmente Nublado,True
2025-03-15 05:00:00,13.5,93.3,3.858,2.4,0.0,0.0,Templado + Muy Humedo + Llovizna + Parcialmente Nublado,True
2025-03-15 06:00:00,13.5,93.1,3.858,2.4,0.0,108.0,Templado + Muy Humedo + Llovizna + Parcialmente Nublado,True
2025-03-15 07:00:00,13.9,92.4,3.858,6.86,0.0,63557.99999999999,Templado + Muy Humedo + Llovizna + Muy Nublado,True
2025-03-15 08:00:00,16.3,82.7,3.858,2.4,0.0,841797.0,Templado + Muy Humedo + Llovizna + Alta Radiacion + Parcialmente Nublado,True
2025-03-15 09:00:00,17.3,70.1,3.858,3.21,0.0,1863828.0,Templado + Humedo + Llovizna + Alta Radiacion + Parcialmente Nublado,True
2025-03-15 10:00:00,19.9,55.7,3.858,2.8,6.67,1863828.0,Calido + Llovizna + Alta Radiacion + Parcialmente Nublado,True
