fecha,temperatura_C,humedad_relativa,precipitacion_mm,cobertura_nubes_octas,velocidad_viento_kmh,radiacion_solar_J_m2
2018-01-02 01:00:00,14.47,95.87,0.214036554,7.901118755,1.69,0.0
2018-01-02 02:00:00,14.48,95.53,0.193811953,7.885492802,1.3,0.0
2018-01-02 03:00:00,14.35,93.36,0.17657131,8.0,1.8,0.0
2018-01-02 04:00:00,14.06,93.76,0.226836652,7.572246075,1.72,0.0
2018-01-02 05:00:00,13.85,94.32,0.063896179,7.190148354,1.96,0.0
2018-01-02 06:00:00,13.73,94.8,0.083044171,6.871042252,2.04,0.0
2018-01-02 07:00:00,13.06,95.34,0.001557171,6.778752804,3.78,0.0
2018-01-02 08:00:00,13.22,95.15,0.006511807,6.381151676,3.57,0.0
2018-01-02 09:00:00,12.88,96.25,0.027284026,6.886667728,3.65,0.0
2018-01-02 10:00:00,12.82,99.0,0.009007752,6.776799679,3.39,0.0
2018-01-02 11:00:00,12.55,99.11,0.00603497,3.456823349,3.63,0.0
2018-01-02 12:00:00,13.04,98.42,0.002066791,4.120061874,2.91,131830.0
2018-01-02 13:00:00,14.95,89.67,0.00102818,5.067614555,0.86,657612.0
2018-01-02 14:00:00,16.39,87.89,0.009134412,5.657729626,2.37,1467348.0
2018-01-02 15:00:00,17.69,86.24,0.08367002,6.919872284,4.14,2234242.0
2018-01-02 16:00:00,18.3,85.2,0.28938055,6.526910305,5.52,2504608.0
2018-01-02 17:00:00,19.53,82.25,0.526741147,6.775334358,6.27,2898308.0
2018-01-02 18:00:00,19.26,83.38,1.587823033,7.563456535,6.29,2491668.0
2018-01-02 19:00:00,18.05,83.24,1.599252224,7.902095318,4.14,1396328.0
2018-01-02 20:00:00,18.54,83.23,0.647783279,7.490943432,3.54,1518092.0
2018-01-02 21:00:00,17.6,85.89,0.934422016,7.037797928,3.33,823912.0
2018-01-02 22:00:00,16.92,92.01,0.479832292,7.514626026,2.39,342784.0
2018-01-02 23:00:00,15.56,94.13,0.989481807,7.70237875,1.95,112988.0
2018-01-03 00:00:00,15.06,92.85,0.269114971,7.776601315,3.51,0.0
2018-01-03 01:00:00,14.81,94.75,0.283464789,7.478980064,3.27,0.0
2018-01-03 02:00:00,14.54,94.4,0.260744244,7.657699108,3.12,0.0
2018-01-03 03:00:00,14.34,94.58,0.353239477,7.615460873,2.66,0.0
2018-01-03 04:00:00,14.15,96.29,0.254053622,7.193322659,2.42,0.0
2018-01-03 05:00:00,13.83,96.72,0.558678061,7.769032478,2.03,0.0
2018-01-03 06:00:00,13.64,96.02,0.272553414,7.713365555,2.27,0.0
2018-01-03 07:00:00,13.61,97.11,1.602777839,7.896723747,2.57,0.0
2018-01-03 08:00:00,13.48,97.49,0.827975571,7.917720795,2.43,0.0
2018-01-03 09:00:00,13.28,96.68,0.207938254,7.868890285,2.41,0.0
2018-01-03 10:00:00,13.24,99.61,0.05877018,7.273404121,2.42,0.0
2018-01-03 11:00:00,13.21,99.67,0.032946467,7.075641155,2.59,0.0
2018-01-03 12:00:00,13.44,99.35,0.081695616,6.570125103,1.9,74106.0
2018-01-03 13:00:00,14.56,98.84,0.0891909,4.620084763,1.01,514970.0
2018-01-03 14:00:00,15.8,99.06,0.093206763,5.44312048,2.71,1081596.0
2018-01-03 15:00:00,16.88,89.72,0.16272068,6.274456978,3.22,1549540.0
2018-01-03 16:00:00,17.49,90.89,0.377595425,6.825629711,3.44,1867576.0
2018-01-03 17:00:00,17.71,91.08,0.410303473,7.561015129,4.51,2053872.0
2018-01-03 18:00:00,17.86,89.83,0.419870019,6.986526012,4.35,2052876.0
2018-01-03 19:00:00,19.99,88.34,0.224605203,7.045610428,5.54,2734348.0
2018-01-03 20:00:00,19.82,86.42,0.007405877,6.897654533,4.94,1890088.0
2018-01-03 21:00:00,19.9,84.73,0.072494149,7.435521126,3.68,1643304.0
2018-01-03 22:00:00,19.11,88.96,0.0,8.0,3.44,771972.0
2018-01-03 23:00:00,17.12,93.68,1.228839159,8.0,4.75,182524.0
2018-01-04 00:00:00,15.67,96.27,2.545118332,8.0,4.33,0.0
2018-01-04 01:00:00,15.04,96.78,0.352844596,7.991210461,5.74,0.0
2018-01-04 02:00:00,15.0,96.25,0.128030777,8.0,5.32,0.0
2018-01-04 03:00:00,14.73,95.9,0.046104193,7.991210461,4.47,0.0
2018-01-04 04:00:00,13.86,96.01,0.602036715,8.0,4.42,0.0
2018-01-04 05:00:00,13.86,96.56,0.045329332,8.0,3.91,0.0
2018-01-04 06:00:00,13.59,97.0,0.002793968,7.925533772,4.18,0.0
2018-01-04 07:00:00,13.66,97.07,0.861439109,7.664291382,3.55,0.0
2018-01-04 08:00:00,13.48,97.76,0.627174973,6.786565781,3.43,0.0
2018-01-04 09:00:00,13.33,97.75,0.324383378,6.581111908,3.2,0.0
2018-01-04 10:00:00,13.32,96.98,0.086016953,7.982176781,3.53,0.0
2018-01-04 11:00:00,13.07,97.31,0.013977289,8.0,3.5,0.0
2018-01-04 12:00:00,13.6,98.48,0.018849969,7.917720795,2.33,138346.0
2018-01-04 13:00:00,14.99,98.06,0.127658248,7.736804485,1.31,551734.0
2018-01-04 14:00:00,16.37,93.76,0.22534132,7.725329399,3.01,1174546.0
2018-01-04 15:00:00,17.18,94.93,1.004457474,7.55222559,4.57,1736846.0
2018-01-04 16:00:00,17.84,95.71,0.191703439,7.65452528,5.4,2215332.0
2018-01-04 17:00:00,17.72,91.1,0.286221504,7.21993494,4.92,1966356.0
2018-01-04 18:00:00,18.94,87.5,0.123903155,6.028840542,5.28,2652676.0
2018-01-04 19:00:00,19.28,83.67,0.854149461,7.475562096,5.16,2538096.0
2018-01-04 20:00:00,19.48,84.79,0.884309411,7.436741829,5.17,2176444.0
2018-01-04 21:00:00,18.39,83.45,2.22094357,7.314421654,5.65,1405944.0
2018-01-04 22:00:00,17.56,93.58,2.076104283,7.943356991,4.19,776508.0
2018-01-04 23:00:00,16.38,94.4,0.725954771,7.9287076,3.75,106164.0
2018-01-05 00:00:00,16.04,93.16,0.415831804,8.0,3.95,0.0
2018-01-05 01:00:00,15.46,92.94,0.194227323,8.0,4.08,0.0
2018-01-05 02:00:00,15.13,94.49,0.149505213,7.840080738,3.48,0.0
2018-01-05 03:00:00,14.92,95.68,0.112190843,7.925533772,2.98,0.0
2018-01-05 04:00:00,14.43,95.66,0.143788755,7.860101223,2.47,0.0
2018-01-05 05:00:00,14.26,96.52,0.142976642,7.803213596,2.23,0.0
2018-01-05 06:00:00,14.0,97.32,0.36521256,7.93774128,2.5,0.0
2018-01-05 07:00:00,13.71,98.08,1.806333661,7.884516239,3.19,0.0
2018-01-05 08:00:00,13.91,99.13,0.35700202,7.759998798,3.23,0.0
2018-01-05 09:00:00,13.91,99.12,0.173561275,7.973387241,3.12,0.0
2018-01-05 10:00:00,13.75,99.71,0.172139704,8.0,2.46,0.0
2018-01-05 11:00:00,13.6,99.41,0.03311038,7.991210461,3.07,0.0
2018-01-05 12:00:00,14.07,99.17,0.013798475,7.638899326,2.34,109428.0
2018-01-05 13:00:00,15.44,98.85,0.088486075,7.394503593,0.77,618872.0
2018-01-05 14:00:00,16.7,96.37,0.27646349,7.43210268,2.87,1391958.0
2018-01-05 15:00:00,17.87,97.11,0.182347429,6.681091785,4.5,1957014.0
2018-01-05 16:00:00,18.2,97.19,0.611257664,6.347946644,5.59,2432084.0
2018-01-05 17:00:00,18.45,92.15,0.506207347,5.927761555,5.76,2573864.0
2018-01-05 18:00:00,18.21,89.31,1.267388463,6.201211452,6.01,2338948.0
2018-01-05 19:00:00,19.42,86.16,0.958129764,6.63897562,5.81,2723572.0
2018-01-05 20:00:00,19.34,83.42,1.215593877,6.338913441,5.62,2064860.0
2018-01-05 21:00:00,18.19,83.44,1.739775767,7.137655735,4.72,1372260.0
2018-01-05 22:00:00,17.86,87.61,0.70593259,7.303190708,4.35,764816.0
2018-01-05 23:00:00,16.51,91.81,0.603929162,7.843498707,3.82,170956.0
2018-01-06 00:00:00,15.77,91.83,0.69411099,7.715563297,3.23,0.0
2018-01-06 01:00:00,15.11,91.21,0.17096661,7.686509132,2.96,0.0
2018-01-06 02:00:00,14.98,93.81,0.060020015,7.720934391,3.01,0.0
2018-01-06 03:00:00,14.71,93.57,0.456366688,7.633284092,3.27,0.0
2018-01-06 04:00:00,14.21,95.34,0.844940543,7.74779129,3.21,0.0
2018-01-06 05:00:00,13.72,97.7,0.746443868,7.967772007,2.21,0.0
2018-01-06 06:00:00,13.65,97.6,0.796027482,7.812247276,1.82,0.0
2018-01-06 07:00:00,13.35,98.61,1.036658883,7.748767853,3.62,0.0
2018-01-06 08:00:00,13.46,98.58,1.814344525,7.263393879,3.35,0.0
2018-01-06 09:00:00,13.6,97.9,0.619754195,6.708925247,3.84,0.0
2018-01-06 10:00:00,13.79,98.54,0.042513013,7.089802265,3.24,0.0
2018-01-06 11:00:00,13.38,99.97,0.008881092,7.249965668,2.31,0.0
2018-01-06 12:00:00,13.8,99.6,0.025850376,7.332244873,1.34,137906.0
2018-01-06 13:00:00,14.99,99.1,0.04801668,7.836662292,0.66,620868.0
2018-01-06 14:00:00,16.21,95.37,0.272169709,7.910151958,3.49,1204994.0
2018-01-06 15:00:00,17.07,96.73,0.625550747,7.956785202,4.72,1692380.0
2018-01-06 16:00:00,17.25,97.15,0.647440553,7.774403572,5.11,1874616.0
2018-01-06 17:00:00,18.37,94.74,0.476509333,7.842278004,6.12,2259480.0
2018-01-06 18:00:00,19.48,93.59,0.881060958,6.473440647,7.18,2736884.0
2018-01-06 19:00:00,17.82,92.8,0.678449869,5.972197056,5.31,1977984.0
2018-01-06 20:00:00,18.79,87.66,0.158950686,7.072223186,5.24,2035668.0
2018-01-06 21:00:00,18.46,86.25,0.090226531,7.357636452,5.6,1401852.0
2018-01-06 22:00:00,17.29,89.48,0.157833099,7.454320908,4.55,819300.0
2018-01-06 23:00:00,16.31,91.06,0.212982297,7.663314819,3.92,186752.0
2018-01-07 00:00:00,15.47,94.05,0.200107694,7.348846912,2.12,0.0
2018-01-07 01:00:00,15.23,94.69,0.097615644,7.54343605,2.22,0.0
2018-01-07 02:00:00,14.98,96.56,0.080302358,7.373262405,2.52,0.0
2018-01-07 03:00:00,14.48,94.59,0.152105466,7.540018082,3.04,0.0
2018-01-07 04:00:00,14.48,94.67,0.021472573,7.726794243,2.7,0.0
2018-01-07 05:00:00,14.04,95.16,0.130027533,7.0155797,3.19,0.0
2018-01-07 06:00:00,13.83,96.05,0.130951405,6.612363338,3.04,0.0
2018-01-07 07:00:00,13.44,96.09,0.010746717,6.907664776,3.2,0.0
2018-01-07 08:00:00,13.18,97.34,0.014364719,7.594463825,2.84,0.0
2018-01-07 09:00:00,13.01,98.23,0.022794306,7.644515038,3.17,0.0
2018-01-07 10:00:00,12.82,95.89,0.005751848,7.436497688,3.49,0.0
2018-01-07 11:00:00,12.98,95.71,0.002592802,7.031205654,2.74,0.0
2018-01-07 12:00:00,13.51,94.84,0.001877546,7.405490398,2.12,121958.0
2018-01-07 13:00:00,14.72,95.64,0.026658177,4.99436903,0.76,576042.0
2018-01-07 14:00:00,15.98,89.63,0.055775046,4.361039639,2.29,1187306.0
2018-01-07 15:00:00,17.35,87.47,0.120550394,5.315672874,3.96,2058070.0
2018-01-07 16:00:00,18.44,85.53,0.065505505,5.143301964,5.36,2583408.0
2018-01-07 17:00:00,18.66,82.49,0.092032552,3.395785332,5.76,2463180.0
2018-01-07 18:00:00,18.98,82.46,0.13884902,2.757816792,6.04,2647724.0
2018-01-07 19:00:00,19.57,82.38,0.060841441,3.206811905,5.96,2666040.0
2018-01-07 20:00:00,19.45,80.2,0.182178018,4.894511223,5.94,2435424.0
2018-01-07 21:00:00,18.58,79.7,0.664162636,5.511238575,5.4,1482604.0
2018-01-07 22:00:00,17.91,90.36,0.506716967,5.393313408,4.99,817992.0
2018-01-07 23:00:00,16.95,92.14,0.341115,6.452199459,4.12,224168.0
2018-01-08 00:00:00,16.13,93.22,0.170379877,5.476813316,3.4,0.0
2018-01-08 01:00:00,15.31,93.54,0.229484402,5.335693359,2.66,0.0
2018-01-08 02:00:00,14.78,95.49,0.298875384,6.189980507,3.24,0.0
2018-01-08 03:00:00,14.23,96.55,0.070309266,5.701188564,3.09,0.0
2018-01-08 04:00:00,14.04,96.81,0.059202313,5.819114208,2.69,0.0
2018-01-08 05:00:00,13.65,97.13,0.493884087,4.016785622,2.97,0.0
2018-01-08 06:00:00,13.68,97.49,0.06955117,4.455526352,2.27,0.0
2018-01-08 07:00:00,13.53,98.15,0.08855015,7.032426357,3.08,0.0
2018-01-08 08:00:00,13.03,99.04,0.079409778,7.176964283,3.32,0.0
2018-01-08 09:00:00,13.22,99.3,0.072486699,7.115437984,2.66,0.0
2018-01-08 10:00:00,12.89,99.51,0.141426921,7.644270897,2.83,0.0
2018-01-08 11:00:00,13.0,99.75,0.078946352,8.0,2.42,0.0
2018-01-08 12:00:00,13.55,99.41,0.057578087,8.0,1.4,71218.0
2018-01-08 13:00:00,14.37,98.82,0.036418438,7.530007839,1.26,356126.0
2018-01-08 14:00:00,15.24,93.68,0.053361058,5.297850132,2.36,806506.0
2018-01-08 15:00:00,15.78,92.64,0.112846494,5.671401978,3.02,1126918.0
2018-01-08 16:00:00,16.67,90.5,0.156372786,6.172646046,3.11,1529576.0
2018-01-08 17:00:00,17.31,83.3,0.081807375,4.825904369,2.97,1737768.0
2018-01-08 18:00:00,18.24,80.51,0.094994903,2.295637369,4.13,2282080.0
2018-01-08 19:00:00,19.72,80.47,0.271737576,3.390169859,5.48,2977268.0
2018-01-08 20:00:00,19.63,79.96,0.185838342,4.700898647,4.45,2256020.0
2018-01-08 21:00:00,19.24,80.31,0.268805027,6.232218742,5.1,1563864.0
2018-01-08 22:00:00,18.8,82.41,0.116676092,7.293180466,4.43,913408.0
2018-01-08 23:00:00,17.47,82.85,0.252808097,7.582256317,3.53,232984.0
2018-01-09 00:00:00,16.63,82.4,0.045031309,7.577617168,3.4,0.0
2018-01-09 01:00:00,15.86,83.1,0.002332032,7.137655735,2.85,0.0
2018-01-09 02:00:00,15.43,86.22,0.005979091,7.181114674,2.92,0.0
2018-01-09 03:00:00,15.07,86.81,0.012628734,6.608700752,2.47,0.0
2018-01-09 04:00:00,14.45,86.52,0.014062971,5.950955868,1.44,0.0
2018-01-09 05:00:00,14.2,89.23,0.006061047,5.321044445,1.17,0.0
2018-01-09 06:00:00,13.79,92.31,0.016074628,6.482230186,1.44,0.0
2018-01-09 07:00:00,13.8,93.04,0.120796263,6.516655922,0.78,0.0
2018-01-09 08:00:00,13.75,94.28,0.124573708,7.777577877,1.27,0.0
2018-01-09 09:00:00,13.57,95.22,0.168010592,7.848869801,1.68,0.0
2018-01-09 10:00:00,13.54,98.98,0.163324177,8.0,2.1,0.0
2018-01-09 11:00:00,13.26,99.69,0.203438103,8.0,1.79,0.0
2018-01-09 12:00:00,13.59,99.66,0.234887004,7.24679184,2.35,32816.0
2018-01-09 13:00:00,14.37,99.8,0.360310078,3.993469,2.62,264516.0
2018-01-09 14:00:00,15.02,94.32,0.657424331,5.660171032,3.64,867424.0
2018-01-09 15:00:00,15.72,93.34,0.913158059,4.213327408,3.32,1166008.0
2018-01-09 16:00:00,16.62,89.4,0.614583492,4.304640293,3.63,1375640.0
2018-01-09 17:00:00,17.05,84.44,0.559824705,2.952161551,4.19,1681124.0
2018-01-09 18:00:00,19.05,84.18,0.444754958,3.21340394,5.6,2758624.0
2018-01-09 19:00:00,19.51,82.6,0.285550952,4.395464897,5.06,2828432.0
2018-01-09 20:00:00,18.01,83.38,0.859335065,4.683320045,5.04,1964236.0
2018-01-09 21:00:00,17.47,82.95,0.583231449,5.152335644,4.95,1376516.0
2018-01-09 22:00:00,17.05,87.04,0.403538346,5.295408249,4.69,597400.0
2018-01-09 23:00:00,15.84,91.83,0.480785966,6.307906151,4.18,204068.0
2018-01-10 00:00:00,15.28,90.46,0.030294061,6.110143185,4.5,0.0
2018-01-10 01:00:00,14.89,91.11,0.011013821,6.368943691,3.79,0.0
2018-01-10 02:00:00,14.36,93.18,0.048719347,5.917751312,3.16,0.0
2018-01-10 03:00:00,13.97,94.49,0.079026446,6.511284351,2.04,0.0
2018-01-10 04:00:00,13.52,96.24,0.13256073,6.889841557,2.39,0.0
2018-01-10 05:00:00,13.16,97.76,0.164665282,7.452123165,2.15,0.0
2018-01-10 06:00:00,13.08,96.88,0.112049282,7.397677422,1.83,0.0
2018-01-10 07:00:00,13.28,96.38,0.430266559,7.004348755,2.86,0.0
2018-01-10 08:00:00,13.54,96.13,0.123307109,5.904323101,2.75,0.0
2018-01-10 09:00:00,13.64,97.42,0.045225024,5.566660881,2.7,0.0
2018-01-10 10:00:00,13.79,98.13,0.015512109,7.457494736,1.49,0.0
2018-01-10 11:00:00,13.54,99.21,0.02438575,7.493140697,1.03,0.0
2018-01-10 12:00:00,13.74,99.49,0.008016825,5.292234421,0.57,89000.0
2018-01-10 13:00:00,14.62,97.77,0.037156045,5.685563087,1.35,499076.0
2018-01-10 14:00:00,15.04,92.37,0.052258372,5.095203876,2.33,853482.0
2018-01-10 15:00:00,16.42,91.11,0.189013779,4.404254436,2.77,1681364.0
2018-01-10 16:00:00,17.19,91.11,0.099137425,4.809546471,2.46,1782754.0
2018-01-10 17:00:00,18.56,84.28,0.148773193,4.614224911,3.09,2530292.0
2018-01-10 18:00:00,18.81,85.04,0.282272696,4.837623596,4.57,2723072.0
2018-01-10 19:00:00,18.35,85.78,0.470915437,4.656463146,4.56,1840048.0
2018-01-10 20:00:00,18.45,84.31,0.038668513,4.518761635,3.96,1566244.0
2018-01-10 21:00:00,18.14,81.94,0.234052539,3.715624094,4.98,1333320.0
2018-01-10 22:00:00,17.25,91.13,0.414982438,4.870096207,3.86,868004.0
2018-01-10 23:00:00,16.37,94.45,0.260144472,4.08221817,3.19,227044.0
2018-01-11 00:00:00,15.68,94.06,0.093489885,3.123311996,3.08,0.0
2018-01-11 01:00:00,15.32,95.13,0.112527981,6.811224937,3.34,0.0
2018-01-11 02:00:00,14.94,96.82,0.144677237,5.307860374,3.41,0.0
2018-01-11 03:00:00,14.53,97.04,0.786233693,7.156699657,2.97,0.0
2018-01-11 04:00:00,14.2,95.86,0.277370214,5.191155434,2.23,0.0
2018-01-11 05:00:00,14.06,96.28,0.303223729,7.485572338,1.63,0.0
2018-01-11 06:00:00,13.73,96.39,0.30721724,7.92895174,1.46,0.0
2018-01-11 07:00:00,13.29,97.43,0.336259604,8.0,2.25,0.0
2018-01-11 08:00:00,13.47,97.43,0.074714422,7.576396465,2.27,0.0
2018-01-11 09:00:00,13.5,97.62,0.026866794,7.564188957,1.86,0.0
2018-01-11 10:00:00,13.44,99.86,0.077724457,7.830070496,1.95,0.0
2018-01-11 11:00:00,13.22,99.57,0.024348497,7.749988556,2.28,0.0
2018-01-11 12:00:00,13.34,99.54,0.038594007,7.868890285,1.72,87492.0
2018-01-11 13:00:00,14.37,99.25,0.099018216,4.718721867,1.42,486072.0
2018-01-11 14:00:00,15.37,94.65,0.125274062,3.312285423,3.12,1008000.0
2018-01-11 15:00:00,15.68,93.32,0.205755234,2.714357615,3.52,1331296.0
2018-01-11 16:00:00,16.24,92.23,0.536769629,3.984679461,3.36,1213740.0
2018-01-11 17:00:00,17.26,84.59,0.272095203,4.809058189,4.33,1663948.0
2018-01-11 18:00:00,18.29,80.57,0.326293707,4.271191597,3.66,1880844.0
2018-01-11 19:00:00,18.7,79.54,0.975117087,5.081287384,3.08,2498708.0
2018-01-11 20:00:00,19.15,81.51,0.15540421,3.346955061,3.43,2221828.0
2018-01-11 21:00:00,18.97,80.3,0.079035759,2.69433713,4.02,1613040.0
2018-01-11 22:00:00,18.04,90.88,0.238612294,6.097691059,3.58,801980.0
2018-01-11 23:00:00,16.72,93.47,0.314876437,5.949979305,2.16,232484.0
2018-01-12 00:00:00,16.09,94.46,0.48841536,7.732165337,2.31,0.0
2018-01-12 01:00:00,15.57,94.44,0.096729025,7.417697906,2.47,0.0
2018-01-12 02:00:00,15.2,94.88,0.009385869,7.985595226,3.16,0.0
2018-01-12 03:00:00,14.9,95.08,0.006511807,7.947751522,3.49,0.0
2018-01-12 04:00:00,14.59,93.44,0.000253,7.858880043,3.36,0.0
2018-01-12 05:00:00,14.22,94.02,0.000175,7.917720795,2.85,0.0
2018-01-12 06:00:00,13.94,95.28,0.003293157,7.991210461,1.56,0.0
2018-01-12 07:00:00,14.07,93.85,0.543798506,7.934323311,1.64,0.0
2018-01-12 08:00:00,13.76,92.64,0.781081617,8.0,1.84,0.0
2018-01-12 09:00:00,13.63,94.73,0.724986196,8.0,1.98,0.0
2018-01-12 10:00:00,13.61,98.29,0.874146819,7.991210461,1.92,0.0
2018-01-12 11:00:00,13.63,99.19,0.960752368,7.991210461,1.57,0.0
2018-01-12 12:00:00,13.64,99.14,0.904530287,7.973387241,1.4,35788.0
2018-01-12 13:00:00,13.98,98.99,1.091524959,7.991210461,1.72,164768.0
2018-01-12 14:00:00,14.54,94.04,1.133769751,7.949948788,2.05,453120.0
2018-01-12 15:00:00,14.9,95.11,1.482188702,7.985595226,2.63,625640.0
2018-01-12 16:00:00,15.17,93.71,2.085447311,8.0,3.98,881178.0
2018-01-12 17:00:00,15.36,90.82,2.282500267,7.991210461,4.79,981706.0
2018-01-12 18:00:00,14.95,90.05,1.684963703,7.868890285,3.36,999948.0
2018-01-12 19:00:00,16.39,87.86,0.542283058,7.797842503,4.32,1355352.0
2018-01-12 20:00:00,16.59,84.22,0.170856714,8.0,3.92,1494592.0
2018-01-12 21:00:00,16.24,84.96,0.259011984,7.91991806,2.94,1221912.0
2018-01-12 22:00:00,16.04,93.57,0.230550766,7.934323311,2.11,696780.0
2018-01-12 23:00:00,15.26,95.4,0.160783529,8.0,1.84,165928.0
2018-01-13 00:00:00,14.69,96.7,0.559478998,8.0,2.44,0.0
2018-01-13 01:00:00,14.48,97.22,0.398836099,8.0,2.27,0.0
2018-01-13 02:00:00,14.29,98.24,0.264608301,7.913326263,2.72,0.0
2018-01-13 03:00:00,13.94,97.42,0.144807622,7.847649097,3.11,0.0
2018-01-13 04:00:00,13.66,95.96,0.153461471,7.74779129,2.73,0.0
2018-01-13 05:00:00,13.44,95.78,0.173911452,7.942135811,2.9,0.0
2018-01-13 06:00:00,12.94,94.71,0.601917505,7.985595226,2.83,0.0
2018-01-13 07:00:00,13.5,94.93,0.252969563,7.991210461,1.51,0.0
2018-01-13 08:00:00,13.47,96.26,0.412009656,7.982176781,1.47,0.0
2018-01-13 09:00:00,12.98,96.05,0.171400607,8.0,1.28,0.0
2018-01-13 10:00:00,12.96,98.94,0.08186698,8.0,1.64,0.0
2018-01-13 11:00:00,13.01,98.95,0.023029745,8.0,1.22,0.0
2018-01-13 12:00:00,13.3,98.45,0.025048852,8.0,1.11,74974.0
2018-01-13 13:00:00,14.11,98.19,0.017344952,7.962156296,1.01,427726.0
2018-01-13 14:00:00,14.96,93.89,0.095523894,7.910151958,2.46,1008556.0
2018-01-13 15:00:00,16.27,96.0,0.264510512,7.898921013,4.52,2020044.0
2018-01-13 16:00:00,17.66,94.7,0.324875116,7.973387241,6.02,2404446.0
2018-01-13 17:00:00,18.66,88.37,0.591531396,8.0,6.32,2485358.0
2018-01-13 18:00:00,18.14,85.72,1.156806946,8.0,6.41,2288376.0
2018-01-13 19:00:00,19.1,85.13,2.041041851,7.947751522,5.97,2346340.0
2018-01-13 20:00:00,18.13,84.46,2.00510025,8.0,5.86,1896060.0
2018-01-13 21:00:00,17.46,84.03,1.474145055,7.943356991,4.69,1247592.0
2018-01-13 22:00:00,17.09,89.21,0.834107399,8.0,3.78,804032.0
2018-01-13 23:00:00,15.73,91.59,0.589251518,8.0,4.23,132892.0
2018-01-14 00:00:00,15.16,92.57,0.308066607,8.0,3.05,0.0
2018-01-14 01:00:00,14.87,93.14,0.061113387,8.0,2.72,0.0
2018-01-14 02:00:00,14.4,94.09,0.050850213,7.943356991,2.91,0.0
2018-01-14 03:00:00,14.32,93.14,0.015690923,8.0,2.31,0.0
2018-01-14 04:00:00,13.9,94.6,0.007074326,8.0,2.37,0.0
2018-01-14 05:00:00,13.35,96.13,0.003479421,7.934323311,2.72,0.0
2018-01-14 06:00:00,13.16,96.05,0.001400709,7.422337055,3.07,0.0
2018-01-14 07:00:00,13.19,96.67,0.214844942,7.85765934,2.88,0.0
2018-01-14 08:00:00,13.17,96.81,0.2008304,7.607892036,2.74,0.0
2018-01-14 09:00:00,13.09,95.94,0.120595098,7.835441589,2.25,0.0
2018-01-14 10:00:00,12.93,99.37,0.126250088,7.92895174,2.04,0.0
2018-01-14 11:00:00,12.58,99.67,0.449672341,7.875482559,2.8,0.0
2018-01-14 12:00:00,13.03,99.76,0.79216063,7.679916859,2.33,52978.0
2018-01-14 13:00:00,13.82,99.91,0.630289316,5.52222538,1.23,217646.0
2018-01-14 14:00:00,14.79,96.77,0.291347504,6.200967312,3.19,662208.0
2018-01-14 15:00:00,15.24,93.67,0.764459372,7.653304577,4.2,1008940.0
2018-01-14 16:00:00,16.04,95.44,0.480234623,7.864495754,4.38,1165328.0
2018-01-14 17:00:00,17.6,94.13,0.792831182,8.0,5.93,2261476.0
2018-01-14 18:00:00,17.39,91.94,1.357957721,7.886713505,6.78,2372944.0
2018-01-14 19:00:00,18.27,89.09,2.770245075,7.786611557,5.7,2345328.0
2018-01-14 20:00:00,17.92,89.49,1.273617148,8.0,4.23,1311848.0
