fecha,temperatura_C,humedad_relativa,precipitacion_mm,cobertura_nubes_octas,velocidad_viento_kmh,radiacion_solar_J_m2
2025-03-11 00:00:00,11.3,88.7,0.0,2.4,0.0,0.0
2025-03-11 01:00:00,10.0,90.2,0.0,2.4,0.0,0.0
2025-03-11 02:00:00,9.3,89.4,0.0,2.4,0.0,0.0
2025-03-11 03:00:00,9.2,91.7,0.0,2.4,0.0,0.0
2025-03-11 04:00:00,8.0,90.0,0.0,2.4,0.0,0.0
2025-03-11 05:00:00,7.7,90.6,0.0,2.4,0.0,0.0
2025-03-11 06:00:00,9.2,91.3,0.0,6.67,0.0,270.0
2025-03-11 07:00:00,11.3,91.2,0.0,6.26,0.0,115422.0
2025-03-11 08:00:00,15.5,75.5,0.0,2.18,0.0,1228971.0
2025-03-11 09:00:00,17.0,68.1,0.0,3.12,0.0,1863827.9999999998
2025-03-11 10:00:00,18.1,59.3,0.0,3.13,2.45,1863827.9999999998
2025-03-11 11:00:00,20.9,49.3,0.0,2.63,0.0,1863827.9999999998
2025-03-11 12:00:00,17.7,70.7,0.0,4.49,13.05,1863827.9999999998
2025-03-11 13:00:00,17.2,76.4,0.0,4.86,13.95,1863827.9999999998
2025-03-11 14:00:00,15.7,80.7,0.0,7.53,3.88,958839.0000000001
2025-03-11 15:00:00,17.4,79.9,0.0,3.94,0.0,1738395.0
2025-03-11 16:00:00,17.2,77.4,0.0,7.07,0.0,870266.9999999999
2025-03-11 17:00:00,15.9,80.2,0.0,7.26,0.0,200865.00000000003
2025-03-11 18:00:00,15.2,80.6,0.0,5.34,0.0,75573.0
2025-03-11 19:00:00,14.7,84.0,0.0,2.4,0.0,1602.0
2025-03-11 20:00:00,14.3,86.4,0.0,2.4,0.0,143.99999999999997
2025-03-11 21:00:00,14.2,86.1,0.0,2.4,0.0,71.99999999999999
2025-03-11 22:00:00,13.6,81.7,0.0,2.4,4.6,18.0
2025-03-11 23:00:00,13.1,89.8,0.0,2.4,1.25,0.0
2025-03-12 00:00:00,13.2,89.1,0.0,2.4,0.0,0.0
2025-03-12 01:00:00,13.1,89.4,0.0,2.4,0.0,0.0
2025-03-12 02:00:00,12.2,85.6,0.0,2.4,0.0,0.0
2025-03-12 03:00:00,11.4,89.5,0.0,2.4,0.0,0.0
2025-03-12 04:00:00,11.3,91.4,0.0,2.4,0.0,0.0
2025-03-12 05:00:00,11.2,91.5,0.0,2.4,0.0,0.0
2025-03-12 06:00:00,11.4,91.4,0.0,2.4,0.0,207.0
2025-03-12 07:00:00,12.1,90.5,0.0,7.46,0.0,50211.0
2025-03-12 08:00:00,13.8,86.5,0.0,6.99,0.0,218718.0
2025-03-12 09:00:00,15.2,79.5,0.0,3.88,0.0,723000.0
2025-03-12 10:00:00,18.3,65.1,0.0,3.58,0.0,1863827.9999999998
2025-03-12 11:00:00,24.4,43.9,0.0,2.59,1.1,1863827.9999999998
2025-03-12 12:00:00,22.3,53.0,0.0,3.05,13.03,1863827.9999999998
2025-03-12 13:00:00,24.3,37.2,0.0,2.6,6.24,1863827.9999999998
2025-03-12 14:00:00,19.8,58.4,0.0,3.04,19.63,1863827.9999999998
2025-03-12 15:00:00,26.1,38.6,0.0,1.5,4.71,1863827.9999999998
2025-03-12 16:00:00,19.7,61.1,0.0,1.01,21.34,1863827.9999999998
2025-03-12 17:00:00,17.6,64.0,0.0,1.25,15.8,1863827.9999999998
2025-03-12 18:00:00,16.7,69.9,0.0,1.73,0.0,430917.0
2025-03-12 19:00:00,14.8,80.7,0.0,2.4,0.0,4188.0
2025-03-12 20:00:00,13.5,81.9,0.0,2.4,0.0,71.99999999999999
2025-03-12 21:00:00,12.7,84.5,0.0,2.4,0.0,66.0
2025-03-12 22:00:00,11.6,87.6,0.0,2.4,0.0,60.0
2025-03-12 23:00:00,11.2,89.4,0.0,2.4,0.0,0.0
2025-03-13 00:00:00,10.4,89.6,0.0,2.4,0.0,0.0
2025-03-13 01:00:00,11.4,87.8,0.0,2.4,0.0,0.0
2025-03-13 02:00:00,11.2,89.0,0.0,2.4,0.0,0.0
2025-03-13 03:00:00,11.2,90.2,0.0,2.4,0.0,0.0
2025-03-13 04:00:00,12.2,87.5,0.0,2.4,0.0,0.0
2025-03-13 05:00:00,12.3,87.2,0.0,2.4,0.0,0.0
2025-03-13 06:00:00,12.5,87.1,0.0,6.61,0.0,123.00000000000001
2025-03-13 07:00:00,13.5,84.3,0.0,6.82,0.0,84594.0
2025-03-13 08:00:00,15.0,77.4,0.0,6.6,3.04,286479.0
2025-03-13 09:00:00,18.3,65.3,0.0,2.68,0.0,1606536.0000000002
2025-03-13 10:00:00,22.1,55.9,0.0,2.92,2.84,0.0
2025-03-13 11:00:00,20.0,62.1,0.0,3.68,3.17,1863828.0
2025-03-13 12:00:00,20.9,59.5,0.0,3.58,6.13,1863827.9999999998
2025-03-13 13:00:00,21.3,52.7,0.0,2.93,5.77,1863827.9999999998
2025-03-13 14:00:00,20.0,67.3,0.0,3.78,8.94,1863827.9999999998
2025-03-13 15:00:00,16.1,84.5,0.0,3.94,10.03,971133.0
2025-03-13 16:00:00,15.8,84.8,0.0,6.72,5.08,1092549.0
2025-03-13 17:00:00,17.8,70.5,0.0,1.78,4.26,1749569.9999999998
2025-03-13 18:00:00,15.8,79.4,0.0,2.92,4.12,290448.0
2025-03-13 19:00:00,14.5,85.3,0.0,2.4,0.0,2148.0
2025-03-13 20:00:00,15.1,83.2,0.0,2.4,0.0,3.0
2025-03-13 21:00:00,14.1,88.1,0.0,2.4,0.0,0.0
2025-03-13 22:00:00,14.2,88.6,0.0,2.4,0.0,0.0
2025-03-13 23:00:00,14.6,87.7,0.0,2.4,0.0,0.0
2025-03-14 00:00:00,13.8,89.8,0.0,2.4,0.0,0.0
2025-03-14 01:00:00,13.8,89.0,0.0,2.4,0.0,0.0
2025-03-14 02:00:00,13.4,89.6,0.0,2.4,0.0,0.0
2025-03-14 03:00:00,13.2,87.9,0.0,2.4,0.0,0.0
2025-03-14 04:00:00,13.2,88.5,0.0,2.4,1.13,0.0
2025-03-14 05:00:00,12.6,89.8,0.0,2.4,0.0,0.0
2025-03-14 06:00:00,13.0,90.4,0.0,2.4,0.0,339.00000000000006
2025-03-14 07:00:00,13.3,90.7,0.0,6.75,0.0,77586.0
2025-03-14 08:00:00,14.8,81.1,0.0,6.58,0.0,319104.0
2025-03-14 09:00:00,16.0,75.2,0.0,3.64,0.0,1863827.9999999998
2025-03-14 10:00:00,16.8,73.4,0.643,4.26,5.85,1863827.9999999998
2025-03-14 11:00:00,15.6,81.3,0.643,5.0,2.73,1863827.9999999998
2025-03-14 12:00:00,16.6,72.4,0.643,7.21,8.94,1605989.9999999998
2025-03-14 13:00:00,16.0,82.2,0.643,4.99,2.31,580506.0
2025-03-14 14:00:00,16.2,78.2,0.643,4.64,0.0,1238838.0000000002
2025-03-14 15:00:00,18.6,64.4,0.643,2.76,2.02,1863827.9999999998
2025-03-14 16:00:00,17.0,73.5,0.643,6.27,2.31,1863827.9999999998
2025-03-14 17:00:00,16.2,75.4,0.643,5.63,0.0,536673.0000000001
2025-03-14 18:00:00,15.1,81.7,0.643,2.4,0.0,177486.0
2025-03-14 19:00:00,14.5,85.6,0.643,2.4,2.97,2631.0
2025-03-14 20:00:00,14.4,84.5,0.643,2.4,0.0,0.0
2025-03-14 21:00:00,14.0,88.8,0.643,2.4,0.0,0.0
2025-03-14 22:00:00,13.8,89.2,0.643,2.4,0.0,0.0
2025-03-14 23:00:00,13.9,90.8,0.643,2.4,0.0,0.0
2025-03-15 00:00:00,13.9,90.8,0.0,2.4,0.0,0.0
2025-03-15 01:00:00,13.7,90.7,0.643,2.4,0.0,0.0
2025-03-15 02:00:00,13.8,90.2,0.643,2.4,0.0,0.0
2025-03-15 03:00:00,13.6,90.3,0.643,2.4,0.0,0.0
2025-03-15 04:00:00,13.3,93.6,1.929,2.4,0.0,0.0
2025-03-15 05:00:00,13.5,93.3,3.858,2.4,0.0,0.0
2025-03-15 06:00:00,13.5,93.1,3.858,2.4,0.0,108.00000000000001
2025-03-15 07:00:00,13.9,92.4,3.858,6.86,0.0,63557.99999999999
2025-03-15 08:00:00,16.3,82.7,3.858,2.4,0.0,841797.0
2025-03-15 09:00:00,17.3,70.1,3.858,3.21,0.0,1863827.9999999998
2025-03-15 10:00:00,19.9,55.7,3.858,2.8,6.67,1863827.9999999998
2025-03-15 11:00:00,17.4,78.7,3.858,4.99,9.78,1863827.9999999998
2025-03-15 12:00:00,20.2,64.9,3.858,4.02,0.0,1863827.9999999998
2025-03-15 13:00:00,16.4,79.6,3.858,5.01,3.07,1110924.0
2025-03-15 14:00:00,18.2,76.1,3.858,4.5,10.6,1863827.9999999998
2025-03-15 15:00:00,17.9,72.1,3.858,3.44,13.64,1863827.9999999998
2025-03-15 16:00:00,20.2,63.4,3.858,1.2,6.97,1746413.9999999998
2025-03-15 17:00:00,18.4,69.7,3.858,1.71,4.38,1863827.9999999998
2025-03-15 18:00:00,15.5,77.4,3.858,2.96,3.56,739976.9999999999
2025-03-15 19:00:00,15.1,77.0,3.858,2.31,0.0,2238.0
2025-03-15 20:00:00,15.0,79.0,3.858,2.4,0.0,0.0
2025-03-15 21:00:00,13.7,85.2,3.858,2.4,0.0,0.0
2025-03-15 22:00:00,14.5,82.6,3.858,2.4,0.0,0.0
2025-03-15 23:00:00,13.6,87.1,3.858,2.4,0.0,0.0
2025-03-16 00:00:00,14.7,81.5,0.0,2.4,0.0,0.0
2025-03-16 01:00:00,13.5,90.8,3.215,2.4,0.0,0.0
2025-03-16 02:00:00,12.9,91.0,3.215,2.4,0.0,0.0
2025-03-16 03:00:00,12.1,91.6,3.215,2.4,0.0,0.0
2025-03-16 04:00:00,11.2,92.2,3.215,2.4,0.0,0.0
2025-03-16 05:00:00,11.2,92.0,3.215,2.4,0.0,0.0
2025-03-16 06:00:00,11.0,92.5,3.215,2.4,0.0,579.0000000000001
2025-03-16 07:00:00,11.2,90.1,3.215,7.16,0.0,77880.00000000001
2025-03-16 08:00:00,14.6,79.8,3.215,2.4,0.0,656712.0
2025-03-16 09:00:00,17.4,72.0,3.215,3.38,0.0,1863827.9999999998
2025-03-16 10:00:00,20.4,57.8,3.215,2.98,0.0,1863827.9999999998
2025-03-16 11:00:00,20.4,53.8,3.215,3.01,1.31,1863827.9999999998
2025-03-16 12:00:00,19.8,52.3,3.215,5.18,1.16,1746839.9999999998
2025-03-16 13:00:00,15.6,86.4,3.215,7.4,5.59,522163.6363636363
2025-03-16 14:00:00,19.7,70.1,3.215,4.0,4.25,1470402.0
2025-03-16 15:00:00,14.8,92.0,3.215,7.55,3.35,1194864.0
2025-03-16 16:00:00,16.1,84.2,3.215,2.4,8.46,1183158.0
2025-03-16 17:00:00,17.0,79.7,3.215,6.76,1.28,756501.0
2025-03-16 18:00:00,15.3,87.5,3.215,2.4,1.16,149877.00000000003
2025-03-16 19:00:00,14.4,87.6,3.215,2.4,0.0,2175.0
2025-03-16 20:00:00,14.6,86.5,3.215,2.4,1.28,0.0
2025-03-16 21:00:00,14.5,84.3,3.215,2.4,0.0,0.0
2025-03-16 22:00:00,13.5,89.3,3.215,2.4,0.0,0.0
2025-03-16 23:00:00,13.8,87.4,3.215,2.4,0.0,0.0
2025-03-17 00:00:00,13.7,89.0,0.0,2.4,0.0,0.0
2025-03-17 01:00:00,13.3,90.3,0.0,2.4,0.0,0.0
2025-03-17 02:00:00,13.3,90.7,0.0,2.4,0.0,0.0
2025-03-17 03:00:00,13.5,90.9,0.0,2.4,0.0,0.0
2025-03-17 04:00:00,13.1,90.3,0.0,2.4,0.0,0.0
2025-03-17 05:00:00,13.0,92.5,0.0,2.4,0.0,0.0
2025-03-17 06:00:00,12.7,92.1,0.0,6.43,0.0,210.00000000000003
2025-03-17 07:00:00,13.7,91.4,0.643,6.71,0.0,71382.0
2025-03-17 08:00:00,16.8,79.0,0.643,2.4,0.0,854214.0
2025-03-17 09:00:00,19.9,63.3,0.643,2.71,1.25,1863827.9999999998
2025-03-17 10:00:00,21.8,52.7,0.643,2.58,2.31,1863827.9999999998
2025-03-17 11:00:00,15.5,87.5,0.643,7.63,9.64,1189970.9999999998
2025-03-17 12:00:00,14.2,92.2,3.858,7.66,3.79,326388.00000000006
2025-03-17 13:00:00,14.7,92.4,10.931,7.79,0.0,576594.0
2025-03-17 14:00:00,15.1,89.5,14.789,4.64,0.0,477012.0
2025-03-17 15:00:00,16.3,79.0,14.789,3.88,6.78,1863827.9999999998
2025-03-17 16:00:00,15.8,82.8,14.789,7.07,0.0,1502892.0
2025-03-17 17:00:00,14.6,85.6,14.789,7.16,3.93,309857.99999999994
2025-03-17 18:00:00,14.3,86.5,14.789,2.4,0.0,63473.99999999999
2025-03-17 19:00:00,13.7,89.8,14.789,2.4,0.0,1895.9999999999998
2025-03-17 20:00:00,13.8,89.3,14.789,2.4,0.0,0.0
2025-03-17 21:00:00,13.8,90.8,14.789,2.4,0.0,0.0
2025-03-17 22:00:00,13.7,88.9,14.789,2.4,0.0,0.0
2025-03-17 23:00:00,13.7,90.5,15.432,2.4,0.0,0.0
2025-03-18 00:00:00,12.9,92.0,0.0,2.4,0.0,0.0
2025-03-18 01:00:00,13.0,89.5,0.0,2.4,0.0,0.0
2025-03-18 02:00:00,12.7,89.8,0.0,2.4,0.0,0.0
2025-03-18 03:00:00,12.4,91.2,0.0,2.4,0.0,0.0
2025-03-18 04:00:00,12.0,91.3,0.0,2.4,0.0,0.0
2025-03-18 05:00:00,11.9,92.2,0.0,2.4,0.0,0.0
2025-03-18 06:00:00,11.6,92.4,0.0,2.4,0.0,279.0
2025-03-18 07:00:00,12.1,91.1,0.0,7.03,0.0,71598.00000000001
2025-03-18 08:00:00,13.4,86.3,0.0,2.4,0.0,405423.0
2025-03-18 09:00:00,17.8,67.7,0.0,3.01,0.0,1863827.9999999998
2025-03-18 10:00:00,18.2,62.0,0.643,3.32,0.0,1863827.9999999998
2025-03-18 11:00:00,17.7,72.2,0.643,4.51,4.76,1485231.0000000002
2025-03-18 12:00:00,17.9,70.1,0.643,4.44,10.48,1488621.0
2025-03-18 13:00:00,20.0,68.4,0.643,4.21,11.49,1863827.9999999998
2025-03-18 14:00:00,15.9,81.3,0.643,7.85,0.0,750708.0000000002
2025-03-18 15:00:00,15.5,80.3,0.643,3.94,5.16,506367.0
2025-03-18 16:00:00,17.5,71.8,1.286,1.88,2.5,1608420.0
2025-03-18 17:00:00,18.4,66.1,1.286,1.42,4.7,1747511.9999999995
2025-03-18 18:00:00,15.5,76.2,1.286,2.24,4.82,210570.0
2025-03-18 19:00:00,14.4,83.2,1.286,2.4,0.0,3231.0
2025-03-18 20:00:00,14.2,84.3,1.286,2.4,0.0,0.0
2025-03-18 21:00:00,13.6,87.8,1.286,2.4,0.0,0.0
2025-03-18 22:00:00,13.3,89.5,1.286,2.4,0.0,0.0
2025-03-18 23:00:00,12.5,90.8,1.286,2.4,0.0,0.0
2025-03-19 00:00:00,12.3,91.2,0.0,2.4,0.0,0.0
2025-03-19 01:00:00,11.8,92.6,0.0,2.4,0.0,0.0
2025-03-19 02:00:00,11.3,91.1,0.0,2.4,0.0,0.0
2025-03-19 03:00:00,12.3,92.7,0.0,2.4,0.0,0.0
2025-03-19 04:00:00,12.7,92.3,0.0,2.4,0.0,0.0
2025-03-19 05:00:00,12.2,92.9,0.0,2.4,0.0,0.0
2025-03-19 06:00:00,12.0,93.1,0.0,2.4,0.0,708.0000000000001
2025-03-19 07:00:00,13.3,91.6,0.0,6.31,0.0,127440.0
2025-03-19 08:00:00,16.6,73.1,0.0,1.99,2.0,1341834.0000000002
2025-03-19 09:00:00,19.7,59.9,0.0,2.39,2.55,1863827.9999999998
2025-03-19 10:00:00,18.9,57.0,0.0,2.92,5.16,1637018.9999999998
2025-03-19 11:00:00,18.0,66.5,0.0,4.05,4.97,467443.63636363647
2025-03-19 12:00:00,18.0,70.8,0.0,6.81,0.0,1266540.0000000005
2025-03-19 13:00:00,16.8,77.8,0.0,4.97,0.0,505839.00000000006
2025-03-19 14:00:00,22.3,58.8,0.0,3.07,2.17,1863827.9999999998
2025-03-19 15:00:00,19.3,64.9,0.0,2.82,0.0,1863827.9999999998
2025-03-19 16:00:00,17.8,72.1,0.0,6.15,0.0,1245441.0000000002
2025-03-19 17:00:00,16.5,75.8,0.0,7.31,0.0,358242.0000000001
2025-03-19 18:00:00,15.2,81.2,0.0,2.4,0.0,41196.0
2025-03-19 19:00:00,14.9,81.0,0.0,2.4,0.0,830.9999999999999
2025-03-19 20:00:00,14.5,83.7,0.0,2.4,0.0,0.0
2025-03-19 21:00:00,14.3,84.9,0.0,2.4,0.0,0.0
2025-03-19 22:00:00,14.3,84.8,0.0,2.4,0.0,0.0
2025-03-19 23:00:00,14.5,78.0,0.0,2.39,0.0,0.0
